Descr,Degree of Truth
For almost none patients with high energy_mean we have medium localjitter,0.0
For almost every patients with high energy_mean we have high localjitter,0.0
For most patients with high energy_mean we have high localjitter,0.0
For around half patients with high energy_mean we have high localjitter,1.0
For few patients with high energy_mean we have high localjitter,0.0
For almost none patients with high energy_mean we have high localjitter,0.0
For almost every patients with high energy_mean we have low localshimmer,0.0
For most patients with high energy_mean we have low localshimmer,0.3045565026056211
For around half patients with high energy_mean we have low localshimmer,0.8257391623239644
For few patients with high energy_mean we have low localshimmer,0.0
For almost none patients with high energy_mean we have low localshimmer,0.0
For almost every patients with high energy_mean we have medium localshimmer,0.0
For most patients with high energy_mean we have medium localshimmer,0.0
For around half patients with high energy_mean we have medium localshimmer,0.36664051257288777
For few patients with high energy_mean we have medium localshimmer,0.5800156924562674
For almost none patients with high energy_mean we have medium localshimmer,0.0
For almost every patients with high energy_mean we have high localshimmer,0.0
For most patients with high energy_mean we have high localshimmer,0.0
For around half patients with high energy_mean we have high localshimmer,1.0
For few patients with high energy_mean we have high localshimmer,0.0
For almost none patients with high energy_mean we have high localshimmer,0.0
For almost every patients with high energy_mean we have low pitch_mean,0.0
For most patients with high energy_mean we have low pitch_mean,0.0
For around half patients with high energy_mean we have low pitch_mean,1.0
For few patients with high energy_mean we have low pitch_mean,0.0
For almost none patients with high energy_mean we have low pitch_mean,0.0
For almost every patients with high energy_mean we have medium pitch_mean,0.0
For most patients with high energy_mean we have medium pitch_mean,0.0
For around half patients with high energy_mean we have medium pitch_mean,0.035257441575320826
For few patients with high energy_mean we have medium pitch_mean,0.7788455350548076
For almost none patients with high energy_mean we have medium pitch_mean,0.0
For almost every patients with high energy_mean we have high pitch_mean,0.0
For most patients with high energy_mean we have high pitch_mean,0.15070743779542417
For around half patients with high energy_mean we have high pitch_mean,1.0
For few patients with high energy_mean we have high pitch_mean,0.0
For almost none patients with high energy_mean we have high pitch_mean,0.0
For almost every patients in euthymia with low f0_slope_mean we have low energy_mean,0.0
For most patients in euthymia with low f0_slope_mean we have low energy_mean,0.0
For around half patients in euthymia with low f0_slope_mean we have low energy_mean,1.0
For few patients in euthymia with low f0_slope_mean we have low energy_mean,0.0
For almost none patients in euthymia with low f0_slope_mean we have low energy_mean,0.0
For almost every patients in euthymia with low f0_slope_mean we have medium energy_mean,0.0
For most patients in euthymia with low f0_slope_mean we have medium energy_mean,0.0
For around half patients in euthymia with low f0_slope_mean we have medium energy_mean,0.4316587372313131
For few patients in euthymia with low f0_slope_mean we have medium energy_mean,0.5410047576612121
For almost none patients in euthymia with low f0_slope_mean we have medium energy_mean,0.0
For almost every patients in euthymia with low f0_slope_mean we have high energy_mean,0.0
For most patients in euthymia with low f0_slope_mean we have high energy_mean,0.041922171653682096
For around half patients in euthymia with low f0_slope_mean we have high energy_mean,1.0
For few patients in euthymia with low f0_slope_mean we have high energy_mean,0.0
For almost none patients in euthymia with low f0_slope_mean we have high energy_mean,0.0
For almost every patients in euthymia with low f0_slope_mean we have medium f0_slope_mean,0.0
For most patients in euthymia with low f0_slope_mean we have medium f0_slope_mean,0.0
For around half patients in euthymia with low f0_slope_mean we have medium f0_slope_mean,0.40534087539157254
For few patients in euthymia with low f0_slope_mean we have medium f0_slope_mean,0.5567954747650564
For almost none patients in euthymia with low f0_slope_mean we have medium f0_slope_mean,0.0
For almost every patients in euthymia with low f0_slope_mean we have high f0_slope_mean,0.0
For most patients in euthymia with low f0_slope_mean we have high f0_slope_mean,0.0
For around half patients in euthymia with low f0_slope_mean we have high f0_slope_mean,0.0
For few patients in euthymia with low f0_slope_mean we have high f0_slope_mean,0.8382961963356389
For almost none patients in euthymia with low f0_slope_mean we have high f0_slope_mean,0.06382699389273133
For almost every patients in euthymia with low f0_slope_mean we have low localjitter,0.0
For most patients in euthymia with low f0_slope_mean we have low localjitter,0.6049049341611554
For around half patients in euthymia with low f0_slope_mean we have low localjitter,0.3251584430647406
For few patients in euthymia with low f0_slope_mean we have low localjitter,0.0
For almost none patients in euthymia with low f0_slope_mean we have low localjitter,0.0
For almost every patients in euthymia with low f0_slope_mean we have medium localjitter,0.0
For most patients in euthymia with low f0_slope_mean we have medium localjitter,0.0
For around half patients in euthymia with low f0_slope_mean we have medium localjitter,0.5174558999130539
For few patients in euthymia with low f0_slope_mean we have medium localjitter,0.48952646005216766
For almost none patients in euthymia with low f0_slope_mean we have medium localjitter,0.0
For almost every patients in euthymia with low f0_slope_mean we have high localjitter,0.0
For most patients in euthymia with low f0_slope_mean we have high localjitter,0.0
For around half patients in euthymia with low f0_slope_mean we have high localjitter,0.997009603991004
For few patients in euthymia with low f0_slope_mean we have high localjitter,0.20138879440739432
For almost none patients in euthymia with low f0_slope_mean we have high localjitter,0.0
For almost every patients in euthymia with low f0_slope_mean we have low localshimmer,0.0
For most patients in euthymia with low f0_slope_mean we have low localshimmer,0.45164826425158905
For around half patients in euthymia with low f0_slope_mean we have low localshimmer,0.5805862262473511
For few patients in euthymia with low f0_slope_mean we have low localshimmer,0.0
For almost none patients in euthymia with low f0_slope_mean we have low localshimmer,0.0
For almost every patients in euthymia with low f0_slope_mean we have medium localshimmer,0.0
For most patients in euthymia with low f0_slope_mean we have medium localshimmer,0.0
For around half patients in euthymia with low f0_slope_mean we have medium localshimmer,0.3305534375367725
For few patients in euthymia with low f0_slope_mean we have medium localshimmer,0.6016679374779365
For almost none patients in euthymia with low f0_slope_mean we have medium localshimmer,0.0
For almost every patients in euthymia with low f0_slope_mean we have high localshimmer,0.0
For most patients in euthymia with low f0_slope_mean we have high localshimmer,0.0
For around half patients in euthymia with low f0_slope_mean we have high localshimmer,1.0
For few patients in euthymia with low f0_slope_mean we have high localshimmer,0.10485987889583111
For almost none patients in euthymia with low f0_slope_mean we have high localshimmer,0.0
For almost every patients in euthymia with low f0_slope_mean we have low pitch_mean,0.0
For most patients in euthymia with low f0_slope_mean we have low pitch_mean,0.0
For around half patients in euthymia with low f0_slope_mean we have low pitch_mean,1.0
For few patients in euthymia with low f0_slope_mean we have low pitch_mean,0.0
For almost none patients in euthymia with low f0_slope_mean we have low pitch_mean,0.0
For almost every patients in euthymia with low f0_slope_mean we have medium pitch_mean,0.0
For most patients in euthymia with low f0_slope_mean we have medium pitch_mean,0.0
For around half patients in euthymia with low f0_slope_mean we have medium pitch_mean,0.0
For few patients in euthymia with low f0_slope_mean we have medium pitch_mean,0.9567795988333662
For almost none patients in euthymia with low f0_slope_mean we have medium pitch_mean,0.2612993313889436
For almost every patients in euthymia with low f0_slope_mean we have high pitch_mean,0.0
For most patients in euthymia with low f0_slope_mean we have high pitch_mean,0.27549929995615924
For around half patients in euthymia with low f0_slope_mean we have high pitch_mean,0.8741678334064008
For few patients in euthymia with low f0_slope_mean we have high pitch_mean,0.0
For almost none patients in euthymia with low f0_slope_mean we have high pitch_mean,0.0
For almost every patients in depression with low f0_slope_mean we have low energy_mean,0.0
For most patients in depression with low f0_slope_mean we have low energy_mean,0.3025680513813708
For around half patients in depression with low f0_slope_mean we have low energy_mean,0.8290532476977149
For few patients in depression with low f0_slope_mean we have low energy_mean,0.0
For almost none patients in depression with low f0_slope_mean we have low energy_mean,0.0
For almost every patients in depression with low f0_slope_mean we have medium energy_mean,0.0
For most patients in depression with low f0_slope_mean we have medium energy_mean,0.0
For around half patients in depression with low f0_slope_mean we have medium energy_mean,0.42021544376203146
For few patients in depression with low f0_slope_mean we have medium energy_mean,0.5478707337427812
For almost none patients in depression with low f0_slope_mean we have medium energy_mean,0.0
For almost every patients in depression with low f0_slope_mean we have high energy_mean,0.0
For most patients in depression with low f0_slope_mean we have high energy_mean,0.0
For around half patients in depression with low f0_slope_mean we have high energy_mean,1.0
For few patients in depression with low f0_slope_mean we have high energy_mean,0.0
For almost none patients in depression with low f0_slope_mean we have high energy_mean,0.0
For almost every patients in depression with low f0_slope_mean we have medium f0_slope_mean,0.0
For most patients in depression with low f0_slope_mean we have medium f0_slope_mean,0.0
For around half patients in depression with low f0_slope_mean we have medium f0_slope_mean,0.67838957566252
For few patients in depression with low f0_slope_mean we have medium f0_slope_mean,0.3929662546024879
For almost none patients in depression with low f0_slope_mean we have medium f0_slope_mean,0.0
For almost every patients in depression with low f0_slope_mean we have high f0_slope_mean,0.0
For most patients in depression with low f0_slope_mean we have high f0_slope_mean,0.0
For around half patients in depression with low f0_slope_mean we have high f0_slope_mean,0.15661822061215025
For few patients in depression with low f0_slope_mean we have high f0_slope_mean,0.7060290676327099
For almost none patients in depression with low f0_slope_mean we have high f0_slope_mean,0.0
For almost every patients in depression with low f0_slope_mean we have low localjitter,0.0
For most patients in depression with low f0_slope_mean we have low localjitter,0.48496097191392645
For around half patients in depression with low f0_slope_mean we have low localjitter,0.5250650468101223
For few patients in depression with low f0_slope_mean we have low localjitter,0.0
For almost none patients in depression with low f0_slope_mean we have low localjitter,0.0
For almost every patients in depression with low f0_slope_mean we have medium localjitter,0.0
For most patients in depression with low f0_slope_mean we have medium localjitter,0.0
For around half patients in depression with low f0_slope_mean we have medium localjitter,0.6575234715966322
For few patients in depression with low f0_slope_mean we have medium localjitter,0.4054859170420207
For almost none patients in depression with low f0_slope_mean we have medium localjitter,0.0
For almost every patients in depression with low f0_slope_mean we have high localjitter,0.0
For most patients in depression with low f0_slope_mean we have high localjitter,0.0
For around half patients in depression with low f0_slope_mean we have high localjitter,1.0
For few patients in depression with low f0_slope_mean we have high localjitter,0.069239611846309
For almost none patients in depression with low f0_slope_mean we have high localjitter,0.0
For almost every patients in depression with low f0_slope_mean we have low localshimmer,0.0
For most patients in depression with low f0_slope_mean we have low localshimmer,0.5134715701789939
For around half patients in depression with low f0_slope_mean we have low localshimmer,0.4775473830350099
For few patients in depression with low f0_slope_mean we have low localshimmer,0.0
For almost none patients in depression with low f0_slope_mean we have low localshimmer,0.0
For almost every patients in depression with low f0_slope_mean we have medium localshimmer,0.0
For most patients in depression with low f0_slope_mean we have medium localshimmer,0.0
For around half patients in depression with low f0_slope_mean we have medium localshimmer,0.5825802817089353
For few patients in depression with low f0_slope_mean we have medium localshimmer,0.45045183097463887
For almost none patients in depression with low f0_slope_mean we have medium localshimmer,0.0
For almost every patients in depression with low f0_slope_mean we have high localshimmer,0.0
For most patients in depression with low f0_slope_mean we have high localshimmer,0.0
For around half patients in depression with low f0_slope_mean we have high localshimmer,1.0
For few patients in depression with low f0_slope_mean we have high localshimmer,0.11052611248706151
For almost none patients in depression with low f0_slope_mean we have high localshimmer,0.0
For almost every patients in depression with low f0_slope_mean we have low pitch_mean,0.0
For most patients in depression with low f0_slope_mean we have low pitch_mean,0.3311558991956395
For around half patients in depression with low f0_slope_mean we have low pitch_mean,0.7814068346739339
For few patients in depression with low f0_slope_mean we have low pitch_mean,0.0
For almost none patients in depression with low f0_slope_mean we have low pitch_mean,0.0
For almost every patients in depression with low f0_slope_mean we have medium pitch_mean,0.0
For most patients in depression with low f0_slope_mean we have medium pitch_mean,0.0
For around half patients in depression with low f0_slope_mean we have medium pitch_mean,0.4054639951636399
For few patients in depression with low f0_slope_mean we have medium pitch_mean,0.556721602901816
For almost none patients in depression with low f0_slope_mean we have medium pitch_mean,0.0
For almost every patients in depression with low f0_slope_mean we have high pitch_mean,0.0
For most patients in depression with low f0_slope_mean we have high pitch_mean,0.0
For around half patients in depression with low f0_slope_mean we have high pitch_mean,1.0
For few patients in depression with low f0_slope_mean we have high pitch_mean,0.0
For almost none patients in depression with low f0_slope_mean we have high pitch_mean,0.0
For almost every patients with low f0_slope_mean we have low energy_mean,0.0
For most patients with low f0_slope_mean we have low energy_mean,0.1685119871205131
For around half patients with low f0_slope_mean we have low energy_mean,1.0
For few patients with low f0_slope_mean we have low energy_mean,0.0
For almost none patients with low f0_slope_mean we have low energy_mean,0.0
For almost every patients with low f0_slope_mean we have medium energy_mean,0.0
For most patients with low f0_slope_mean we have medium energy_mean,0.0
For around half patients with low f0_slope_mean we have medium energy_mean,0.42442376243653884
For few patients with low f0_slope_mean we have medium energy_mean,0.5453457425380767
For almost none patients with low f0_slope_mean we have medium energy_mean,0.0
For almost every patients with low f0_slope_mean we have high energy_mean,0.0
For most patients with low f0_slope_mean we have high energy_mean,0.0
For around half patients with low f0_slope_mean we have high energy_mean,1.0
For few patients with low f0_slope_mean we have high energy_mean,0.0
For almost none patients with low f0_slope_mean we have high energy_mean,0.0
For almost every patients with low f0_slope_mean we have medium f0_slope_mean,0.0
For most patients with low f0_slope_mean we have medium f0_slope_mean,0.0
For around half patients with low f0_slope_mean we have medium f0_slope_mean,0.5779747827111051
For few patients with low f0_slope_mean we have medium f0_slope_mean,0.4532151303733369
For almost none patients with low f0_slope_mean we have medium f0_slope_mean,0.0
For almost every patients with low f0_slope_mean we have high f0_slope_mean,0.0
For most patients with low f0_slope_mean we have high f0_slope_mean,0.0
For around half patients with low f0_slope_mean we have high f0_slope_mean,0.07554857790858763
For few patients with low f0_slope_mean we have high f0_slope_mean,0.7546708532548475
For almost none patients with low f0_slope_mean we have high f0_slope_mean,0.0
For almost every patients with low f0_slope_mean we have low localjitter,0.0
For most patients with low f0_slope_mean we have low localjitter,0.5290708619184434
For around half patients with low f0_slope_mean we have low localjitter,0.45154856346926064
For few patients with low f0_slope_mean we have low localjitter,0.0
For almost none patients with low f0_slope_mean we have low localjitter,0.0
For almost every patients with low f0_slope_mean we have medium localjitter,0.0
For most patients with low f0_slope_mean we have medium localjitter,0.0
For around half patients with low f0_slope_mean we have medium localjitter,0.6060130406886759
For few patients with low f0_slope_mean we have medium localjitter,0.43639217558679444
For almost none patients with low f0_slope_mean we have medium localjitter,0.0
For almost every patients with low f0_slope_mean we have high localjitter,0.0
For most patients with low f0_slope_mean we have high localjitter,0.0
For around half patients with low f0_slope_mean we have high localjitter,1.0
For few patients with low f0_slope_mean we have high localjitter,0.1178380222851883
For almost none patients with low f0_slope_mean we have high localjitter,0.0
For almost every patients with low f0_slope_mean we have low localshimmer,0.0
For most patients with low f0_slope_mean we have low localshimmer,0.49073579279528123
For around half patients with low f0_slope_mean we have low localshimmer,0.5154403453411976
For few patients with low f0_slope_mean we have low localshimmer,0.0
For almost none patients with low f0_slope_mean we have low localshimmer,0.0
For almost every patients with low f0_slope_mean we have medium localshimmer,0.0
For most patients with low f0_slope_mean we have medium localshimmer,0.0
For around half patients with low f0_slope_mean we have medium localshimmer,0.48989636359969835
For few patients with low f0_slope_mean we have medium localshimmer,0.5060621818401809
For almost none patients with low f0_slope_mean we have medium localshimmer,0.0
For almost every patients with low f0_slope_mean we have high localshimmer,0.0
For most patients with low f0_slope_mean we have high localshimmer,0.0
For around half patients with low f0_slope_mean we have high localshimmer,1.0
For few patients with low f0_slope_mean we have high localshimmer,0.10844233156331735
For almost none patients with low f0_slope_mean we have high localshimmer,0.0
For almost every patients with low f0_slope_mean we have low pitch_mean,0.0
For most patients with low f0_slope_mean we have low pitch_mean,0.06696063820888475
For around half patients with low f0_slope_mean we have low pitch_mean,1.0
For few patients with low f0_slope_mean we have low pitch_mean,0.0
For almost none patients with low f0_slope_mean we have low pitch_mean,0.0
For almost every patients with low f0_slope_mean we have medium pitch_mean,0.0
For most patients with low f0_slope_mean we have medium pitch_mean,0.0
For around half patients with low f0_slope_mean we have medium pitch_mean,0.1602590140854056
For few patients with low f0_slope_mean we have medium pitch_mean,0.7038445915487567
For almost none patients with low f0_slope_mean we have medium pitch_mean,0.0
For almost every patients with low f0_slope_mean we have high pitch_mean,0.0
For most patients with low f0_slope_mean we have high pitch_mean,0.0
For around half patients with low f0_slope_mean we have high pitch_mean,1.0
For few patients with low f0_slope_mean we have high pitch_mean,0.0
For almost none patients with low f0_slope_mean we have high pitch_mean,0.0
For almost every patients in euthymia with medium f0_slope_mean we have low energy_mean,0.0
For most patients in euthymia with medium f0_slope_mean we have low energy_mean,0.0
For around half patients in euthymia with medium f0_slope_mean we have low energy_mean,1.0
For few patients in euthymia with medium f0_slope_mean we have low energy_mean,0.0
For almost none patients in euthymia with medium f0_slope_mean we have low energy_mean,0.0
For almost every patients in euthymia with medium f0_slope_mean we have medium energy_mean,0.0
For most patients in euthymia with medium f0_slope_mean we have medium energy_mean,0.0
For around half patients in euthymia with medium f0_slope_mean we have medium energy_mean,1.0
For few patients in euthymia with medium f0_slope_mean we have medium energy_mean,0.1406055793545458
For almost none patients in euthymia with medium f0_slope_mean we have medium energy_mean,0.0
For almost every patients in euthymia with medium f0_slope_mean we have high energy_mean,0.0
For most patients in euthymia with medium f0_slope_mean we have high energy_mean,0.4217922064225952
For around half patients in euthymia with medium f0_slope_mean we have high energy_mean,0.6303463226290076
For few patients in euthymia with medium f0_slope_mean we have high energy_mean,0.0
For almost none patients in euthymia with medium f0_slope_mean we have high energy_mean,0.0
For almost every patients in euthymia with medium f0_slope_mean we have low f0_slope_mean,0.0
For most patients in euthymia with medium f0_slope_mean we have low f0_slope_mean,0.38119490410305507
For around half patients in euthymia with medium f0_slope_mean we have low f0_slope_mean,0.6980084931615745
For few patients in euthymia with medium f0_slope_mean we have low f0_slope_mean,0.0
For almost none patients in euthymia with medium f0_slope_mean we have low f0_slope_mean,0.0
For almost every patients in euthymia with medium f0_slope_mean we have high f0_slope_mean,0.0
For most patients in euthymia with medium f0_slope_mean we have high f0_slope_mean,0.5667867258247933
For around half patients in euthymia with medium f0_slope_mean we have high f0_slope_mean,0.3886887902920109
For few patients in euthymia with medium f0_slope_mean we have high f0_slope_mean,0.0
For almost none patients in euthymia with medium f0_slope_mean we have high f0_slope_mean,0.0
For almost every patients in euthymia with medium f0_slope_mean we have low localjitter,0.0
For most patients in euthymia with medium f0_slope_mean we have low localjitter,0.5577974465740081
For around half patients in euthymia with medium f0_slope_mean we have low localjitter,0.4036709223766528
For few patients in euthymia with medium f0_slope_mean we have low localjitter,0.0
For almost none patients in euthymia with medium f0_slope_mean we have low localjitter,0.0
For almost every patients in euthymia with medium f0_slope_mean we have medium localjitter,0.0
For most patients in euthymia with medium f0_slope_mean we have medium localjitter,0.0
For around half patients in euthymia with medium f0_slope_mean we have medium localjitter,1.0
For few patients in euthymia with medium f0_slope_mean we have medium localjitter,0.10365593681204321
For almost none patients in euthymia with medium f0_slope_mean we have medium localjitter,0.0
For almost every patients in euthymia with medium f0_slope_mean we have high localjitter,0.0
For most patients in euthymia with medium f0_slope_mean we have high localjitter,0.0
For around half patients in euthymia with medium f0_slope_mean we have high localjitter,1.0
For few patients in euthymia with medium f0_slope_mean we have high localjitter,0.0
For almost none patients in euthymia with medium f0_slope_mean we have high localjitter,0.0
For almost every patients in euthymia with medium f0_slope_mean we have low localshimmer,0.0
For most patients in euthymia with medium f0_slope_mean we have low localshimmer,0.4350948876272587
For around half patients in euthymia with medium f0_slope_mean we have low localshimmer,0.6081751872879019
For few patients in euthymia with medium f0_slope_mean we have low localshimmer,0.0
For almost none patients in euthymia with medium f0_slope_mean we have low localshimmer,0.0
For almost every patients in euthymia with medium f0_slope_mean we have medium localshimmer,0.0
For most patients in euthymia with medium f0_slope_mean we have medium localshimmer,0.0
For around half patients in euthymia with medium f0_slope_mean we have medium localshimmer,0.7472090862735403
For few patients in euthymia with medium f0_slope_mean we have medium localshimmer,0.3516745482358758
For almost none patients in euthymia with medium f0_slope_mean we have medium localshimmer,0.0
For almost every patients in euthymia with medium f0_slope_mean we have high localshimmer,0.0
For most patients in euthymia with medium f0_slope_mean we have high localshimmer,0.0
For around half patients in euthymia with medium f0_slope_mean we have high localshimmer,1.0
For few patients in euthymia with medium f0_slope_mean we have high localshimmer,0.0
For almost none patients in euthymia with medium f0_slope_mean we have high localshimmer,0.0
For almost every patients in euthymia with medium f0_slope_mean we have low pitch_mean,0.0
For most patients in euthymia with medium f0_slope_mean we have low pitch_mean,0.0
For around half patients in euthymia with medium f0_slope_mean we have low pitch_mean,1.0
For few patients in euthymia with medium f0_slope_mean we have low pitch_mean,0.15010059483878238
For almost none patients in euthymia with medium f0_slope_mean we have low pitch_mean,0.0
For almost every patients in euthymia with medium f0_slope_mean we have medium pitch_mean,0.0
For most patients in euthymia with medium f0_slope_mean we have medium pitch_mean,0.0
For around half patients in euthymia with medium f0_slope_mean we have medium pitch_mean,0.35200031829245665
For few patients in euthymia with medium f0_slope_mean we have medium pitch_mean,0.588799809024526
For almost none patients in euthymia with medium f0_slope_mean we have medium pitch_mean,0.0
For almost every patients in euthymia with medium f0_slope_mean we have high pitch_mean,0.0
For most patients in euthymia with medium f0_slope_mean we have high pitch_mean,0.7467177349626979
For around half patients in euthymia with medium f0_slope_mean we have high pitch_mean,0.08880377506216985
For few patients in euthymia with medium f0_slope_mean we have high pitch_mean,0.0
For almost none patients in euthymia with medium f0_slope_mean we have high pitch_mean,0.0
For almost every patients in depression with medium f0_slope_mean we have low energy_mean,0.0
For most patients in depression with medium f0_slope_mean we have low energy_mean,0.38760026310525125
For around half patients in depression with medium f0_slope_mean we have low energy_mean,0.6873328948245809
For few patients in depression with medium f0_slope_mean we have low energy_mean,0.0
For almost none patients in depression with medium f0_slope_mean we have low energy_mean,0.0
For almost every patients in depression with medium f0_slope_mean we have medium energy_mean,0.0
For most patients in depression with medium f0_slope_mean we have medium energy_mean,0.0
For around half patients in depression with medium f0_slope_mean we have medium energy_mean,0.7178584800148102
For few patients in depression with medium f0_slope_mean we have medium energy_mean,0.36928491199111385
For almost none patients in depression with medium f0_slope_mean we have medium energy_mean,0.0
For almost every patients in depression with medium f0_slope_mean we have high energy_mean,0.0
For most patients in depression with medium f0_slope_mean we have high energy_mean,0.0
For around half patients in depression with medium f0_slope_mean we have high energy_mean,1.0
For few patients in depression with medium f0_slope_mean we have high energy_mean,0.0
For almost none patients in depression with medium f0_slope_mean we have high energy_mean,0.0
For almost every patients in depression with medium f0_slope_mean we have low f0_slope_mean,0.0
For most patients in depression with medium f0_slope_mean we have low f0_slope_mean,0.37182042682157385
For around half patients in depression with medium f0_slope_mean we have low f0_slope_mean,0.7136326219640432
For few patients in depression with medium f0_slope_mean we have low f0_slope_mean,0.0
For almost none patients in depression with medium f0_slope_mean we have low f0_slope_mean,0.0
For almost every patients in depression with medium f0_slope_mean we have high f0_slope_mean,0.0
For most patients in depression with medium f0_slope_mean we have high f0_slope_mean,0.5190564131884354
For around half patients in depression with medium f0_slope_mean we have high f0_slope_mean,0.46823931135260727
For few patients in depression with medium f0_slope_mean we have high f0_slope_mean,0.0
For almost none patients in depression with medium f0_slope_mean we have high f0_slope_mean,0.0
For almost every patients in depression with medium f0_slope_mean we have low localjitter,0.0
For most patients in depression with medium f0_slope_mean we have low localjitter,0.49651293672272384
For around half patients in depression with medium f0_slope_mean we have low localjitter,0.5058117721287932
For few patients in depression with medium f0_slope_mean we have low localjitter,0.0
For almost none patients in depression with medium f0_slope_mean we have low localjitter,0.0
For almost every patients in depression with medium f0_slope_mean we have medium localjitter,0.0
For most patients in depression with medium f0_slope_mean we have medium localjitter,0.0
For around half patients in depression with medium f0_slope_mean we have medium localjitter,0.8708553416025072
For few patients in depression with medium f0_slope_mean we have medium localjitter,0.2774867950384956
For almost none patients in depression with medium f0_slope_mean we have medium localjitter,0.0
For almost every patients in depression with medium f0_slope_mean we have high localjitter,0.0
For most patients in depression with medium f0_slope_mean we have high localjitter,0.0
For around half patients in depression with medium f0_slope_mean we have high localjitter,1.0
For few patients in depression with medium f0_slope_mean we have high localjitter,0.0
For almost none patients in depression with medium f0_slope_mean we have high localjitter,0.0
For almost every patients in depression with medium f0_slope_mean we have low localshimmer,0.0
For most patients in depression with medium f0_slope_mean we have low localshimmer,0.5718417358656347
For around half patients in depression with medium f0_slope_mean we have low localshimmer,0.38026377355727514
For few patients in depression with medium f0_slope_mean we have low localshimmer,0.0
For almost none patients in depression with medium f0_slope_mean we have low localshimmer,0.0
For almost every patients in depression with medium f0_slope_mean we have medium localshimmer,0.0
For most patients in depression with medium f0_slope_mean we have medium localshimmer,0.0
For around half patients in depression with medium f0_slope_mean we have medium localshimmer,0.7841431725662262
For few patients in depression with medium f0_slope_mean we have medium localshimmer,0.32951409646026425
For almost none patients in depression with medium f0_slope_mean we have medium localshimmer,0.0
For almost every patients in depression with medium f0_slope_mean we have high localshimmer,0.0
For most patients in depression with medium f0_slope_mean we have high localshimmer,0.0
For around half patients in depression with medium f0_slope_mean we have high localshimmer,1.0
For few patients in depression with medium f0_slope_mean we have high localshimmer,0.0
For almost none patients in depression with medium f0_slope_mean we have high localshimmer,0.0
For almost every patients in depression with medium f0_slope_mean we have low pitch_mean,0.0
For most patients in depression with medium f0_slope_mean we have low pitch_mean,0.030408767609659704
For around half patients in depression with medium f0_slope_mean we have low pitch_mean,1.0
For few patients in depression with medium f0_slope_mean we have low pitch_mean,0.0
For almost none patients in depression with medium f0_slope_mean we have low pitch_mean,0.0
For almost every patients in depression with medium f0_slope_mean we have medium pitch_mean,0.0
For most patients in depression with medium f0_slope_mean we have medium pitch_mean,0.0
For around half patients in depression with medium f0_slope_mean we have medium pitch_mean,0.8025322402233309
For few patients in depression with medium f0_slope_mean we have medium pitch_mean,0.31848065586600144
For almost none patients in depression with medium f0_slope_mean we have medium pitch_mean,0.0
For almost every patients in depression with medium f0_slope_mean we have high pitch_mean,0.0
For most patients in depression with medium f0_slope_mean we have high pitch_mean,0.25967408284189203
For around half patients in depression with medium f0_slope_mean we have high pitch_mean,0.9005431952635129
For few patients in depression with medium f0_slope_mean we have high pitch_mean,0.0
For almost none patients in depression with medium f0_slope_mean we have high pitch_mean,0.0
For almost every patients with medium f0_slope_mean we have low energy_mean,0.0
For most patients with medium f0_slope_mean we have low energy_mean,0.2545903805899499
For around half patients with medium f0_slope_mean we have low energy_mean,0.909016032350083
For few patients with medium f0_slope_mean we have low energy_mean,0.0
For almost none patients with medium f0_slope_mean we have low energy_mean,0.0
For almost every patients with medium f0_slope_mean we have medium energy_mean,0.0
For most patients with medium f0_slope_mean we have medium energy_mean,0.0
For around half patients with medium f0_slope_mean we have medium energy_mean,0.8469308301307882
For few patients with medium f0_slope_mean we have medium energy_mean,0.2918415019215271
For almost none patients with medium f0_slope_mean we have medium energy_mean,0.0
For almost every patients with medium f0_slope_mean we have high energy_mean,0.0
For most patients with medium f0_slope_mean we have high energy_mean,0.04678827911514779
For around half patients with medium f0_slope_mean we have high energy_mean,1.0
For few patients with medium f0_slope_mean we have high energy_mean,0.0
For almost none patients with medium f0_slope_mean we have high energy_mean,0.0
For almost every patients with medium f0_slope_mean we have low f0_slope_mean,0.0
For most patients with medium f0_slope_mean we have low f0_slope_mean,0.3749951408629672
For around half patients with medium f0_slope_mean we have low f0_slope_mean,0.7083414318950544
For few patients with medium f0_slope_mean we have low f0_slope_mean,0.0
For almost none patients with medium f0_slope_mean we have low f0_slope_mean,0.0
For almost every patients with medium f0_slope_mean we have high f0_slope_mean,0.0
For most patients with medium f0_slope_mean we have high f0_slope_mean,0.5352205244425188
For around half patients with medium f0_slope_mean we have high f0_slope_mean,0.441299125929135
For few patients with medium f0_slope_mean we have high f0_slope_mean,0.0
For almost none patients with medium f0_slope_mean we have high f0_slope_mean,0.0
For almost every patients with medium f0_slope_mean we have low localjitter,0.0
For most patients with medium f0_slope_mean we have low localjitter,0.5172672452673853
For around half patients with medium f0_slope_mean we have low localjitter,0.47122125788769076
For few patients with medium f0_slope_mean we have low localjitter,0.0
For almost none patients with medium f0_slope_mean we have low localjitter,0.0
For almost every patients with medium f0_slope_mean we have medium localjitter,0.0
For most patients with medium f0_slope_mean we have medium localjitter,0.0
For around half patients with medium f0_slope_mean we have medium localjitter,0.9689698372820252
For few patients with medium f0_slope_mean we have medium localjitter,0.21861809763078485
For almost none patients with medium f0_slope_mean we have medium localjitter,0.0
For almost every patients with medium f0_slope_mean we have high localjitter,0.0
For most patients with medium f0_slope_mean we have high localjitter,0.0
For around half patients with medium f0_slope_mean we have high localjitter,1.0
